,Object_Description,Program_Description,SubFund_Description,Job_Title_Description,Facility_or_Department,Sub_Object_Description,Location_Description,FTE,Function_Description,Position_Extra,Text_4,Total,Text_2,Text_3,Fund_Description,Text_1
81477,Extra Duty/Signing Bonus Pay,Athletics and Related,,"HC, BASKETBALL",,General,School ,,Cocurricular & Extra Curricular Activities,,,2075.695057,,,Athletics,
64703,Salaries for Support Personnel,Special Education,,EDUC INTER,,Hearing Impaired,ABD,1,Instruction,,,38456.07136,,,IDEA-B Formula,
429678,Salaries for Support Personnel,Undistributed,,CUSTODIAN I,,General,School ,1,Plant Maintenance & Operations,,,33454.93609,,,General Fund,
393190,Professional Salaries,Basic Educational Services,,T-HS ORCHESTRA,,Orchestra,School ,0.5,Instruction,,,26257.5281,,,General Fund,
169931,Professional Salaries,Bilingual Education,,T-EL 1ST ESL,,General,School ,1,Instruction,,,53189.34357,,,General Fund,
224908,,Undistributed,,,,Line Item that is paid with Campus' money,School ,,Plant Maintenance & Operations,,,799.89,,,General Fund,
172186,Misc Operating Expenses,Basic Educational Services,,,,Line Item that is paid with Campus' money,School ,,Instruction,,,999.88,,,General Fund,
26205,Extra Duty/Overtime,Prekindergarten,,,,Overcrowding,Pre-K Center,,Instructional Resource & Media Services,,,0.44,,,General Fund,
402670,Professional Salaries,Basic Educational Services,,T-HS ORCHESTRA,,Orchestra,School ,1,Instruction,,,59604.23785,,,General Fund,
154363,Professional Salaries,Accelerated Education,,T-HS AVID,,AVID supplement,School ,0.17,Instruction,,,8965.331048,,,General Fund,
84394,Professional Salaries,Basic Educational Services,,T-EL 3RD BIL,,General,School ,1,Instruction,,,69054.83489,,,General Fund,
122390,Salaries for Support Personnel,Special Education,,JOB COACH,,General,Center,1,Instruction,,,58809.45088,,,IDEA-B Formula,
418304,Salaries for Support Personnel,Special Education,,BUS DRIVER,,General,Transportation Office,0.9896,Student Transportation,,,37075.48048,,,General Fund,
326911,Salaries for Support Personnel,Special Education,,TCHR ASST- SP E,,General,School ,1,Instruction,,,33149.33273,,,General Fund,
438441,General Supplies,Basic Educational Services,,,,Art,School ,,Instruction,,,1350.63,,,General Fund,
349621,Employee Travel  (including In-District and Out-of-District),State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Community Services,,,1000.21,,,Title I- Part A,
343486,Employee Allowance,Undistributed,,TRAVEL,,General,School ,,Curriculum & Instructional Staff Development,,,602.294985,,,General Fund,
12124,Food/Refreshment,Special Education,,,,Special Education,School ,,Instruction,,,-0.03,,,General Fund,
89629,Professional Salaries,Basic Educational Services,,T-EL 3RD,,General,School ,1,Instruction,,,55800.75654,,,General Fund,
58762,Copier Rental,Basic Educational Services,,,,Line Item that is paid with Campus' money,School ,,Instruction,,,29999.97,,,General Fund,
356592,Software,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Instruction,,,3699.52,,,Title I- Part A,
341097,Professional Salaries,Accelerated Education,,MENTOR TCHR,,General,School ,1,Curriculum & Instructional Staff Development,,,59767.23164,,,Teacher Incentive Grant (TIF) Effective  ,
375250,General Supplies,Undistributed,,,,Line Item that is paid with Campus' money,School ,,School Leadership,,,-0.94,,,General Fund,
174557,Salaries for Support Personnel,Undistributed,,CLERK IV- SCH,,General,School ,1,School Leadership,,,35618.39077,,,General Fund,
410072,Professional Salaries,Basic Educational Services,,T-HS ENGLISH,,General,School ,0.8,Instruction,,,44412.44565,,,General Fund,
338114,Salaries for Support Personnel,Undistributed,,,,Line Item that is paid with Campus' money,School ,,School Leadership,,,-0.38,,,General Fund,
364494,Gas & Other Fuels,Undistributed,,,,General,School ,,Plant Maintenance & Operations,,,6496.17,,,General Fund,
297636,Employee Allowance,Accelerated Education,,,,Reading Literacy,School ,,Instruction,,,0.86,,,General Fund,
304742,General Supplies,Basic Educational Services,,,,Music Lab,School ,,Instruction,,,462.4,,,General Fund,
124657,Professional Salaries,Bilingual Education,,T-EL 2ND BIL,,General,School ,1,Instruction,,,56903.29313,,,General Fund,
104052,Miscellaneous Contracted Srvcs,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Instruction,,,20000.28,,,Title I- Part A,
248887,Professional Salaries,Special Education,,TRAVEL,,General,Special Ed Evaluation Services,,"Guidance, Counseling and Evaluation Services",,,599.5677296,,,General Fund,
109773,Employee Allowance,Accelerated Education,,,,General,"School, Family and Community Education",,Social Work Services,,,-0.14,,,General Fund,
84290,General Supplies,Basic Educational Services,,,,Science,School ,,Instruction,,,500.1,,,General Fund,
246706,Consulting Services,Gifted and Talented,,,,Magnet School,School ,,Instruction,,,999.43,,,General Fund,
252729,Professional Salaries,State Comp.Ed.-Support Title I Campuses,,INSTR/CURR SPEC,,General,School ,1,Instruction,,,55674.30123,,,Title I- Part A,
354884,Professional Salaries,Accelerated Education,,T-HS DELTA,,Delta,School ,1,Instruction,,,58928.74955,,,General Fund,
201742,Salaries for Support Personnel,Special Education,,TCHR ASST- SP E,,General,School ,1,Instruction,,,31339.43431,,,General Fund,
17794,Salaries for Support Personnel,Undistributed,,CUSTODIAN I,,General,School ,1,Plant Maintenance & Operations,,,29806.35689,,,General Fund,
45707,Salaries for Support Personnel,Special Education,,TCHR ASST- SP E,,General,School ,1,Instruction,,,28185.99234,,,General Fund,
249165,Salaries for Support Personnel,Special Education,,BUS MONITOR,,General,Transportation Office,1,Student Transportation,,,31420.06649,,,General Fund,
105548,Salaries for Support Personnel,Undistributed,,CLER STAFF COOR,,General,Library Media Center,1,Instructional Resource & Media Services,,,55792.607,,,General Fund,
254610,Professional Salaries,Bilingual Education,,T-EL 4TH BIL,,General,School ,1,Instruction,,,52740.29087,,,General Fund,
430316,Salaries for Support Personnel,Special Education,,TCHR ASST- SP E,,General,,1,Instruction,,,34409.54405,,,General Fund,
213588,Professional Salaries,Special Education,,LSSP,,General,Special Ed Evaluation Services,0.5,"Guidance, Counseling and Evaluation Services",,,34569.40187,,,IDEA-B Formula,
318388,Professional Salaries,Basic Educational Services,,T-HS HEALTH,,General,School ,0.5,Instruction,,,28652.0243,,,General Fund,
297379,Salaries for Support Personnel,Undistributed,,FOOD PROD SP II,,General,School ,0.8125,Food Services,,,23462.94238,,,Nat'l Schl Breakfast & Lunch Prog.,
258196,Extra Duty/Signing Bonus Pay,Athletics and Related,,"HC, VOLLEYBALL",,General,School ,,Cocurricular & Extra Curricular Activities,,,2074.405057,,,Athletics,
421608,Professional Salaries,Basic Educational Services,,T-EL KIN,,General,School ,1,Instruction,,,53189.11357,,,General Fund,
2291,Software,State Comp.Ed.-Support Title I Campuses,,,,Account For Learning,School ,,Instruction,,,3000.25,,,General Fund,
274730,Professional Salaries,Bilingual Education,,T-EL 5TH ESL,,General,School ,1,Instruction,,,52740.79087,,,General Fund,
329395,Salaries for Support Personnel,Undistributed,,BUS DRIVER,,General,Transportation Office,0.5,Student Transportation,,,13861.03842,,,General Fund,
223703,Student Meals/Room/Other,Undistributed,,,,ROTC,School ,,Cocurricular & Extra Curricular Activities,,,2500.19,,,General Fund,
254406,Extra Duty/Signing Bonus Pay,Accelerated Education,,,,Support MS Struggler Learners,School ,,Instruction,,,0.07,,,General Fund,
36320,Extra Duty/Signing Bonus Pay,Basic Educational Services,,NATIONAL BOARD,,National Board,School ,,Instruction,,,2184.040599,,,General Fund,
79484,Professional Salaries,Undistributed,,EVAL ANALYST I,,Community Training and Assistance Center,Office of Program Evaluation,0.75,"Guidance, Counseling and Evaluation Services",,,49926.29371,,,General Fund,
300561,Professional Salaries,Accelerated Education,,,,General,Assoc Superintendent-Area  Elementary ,,Curriculum & Instructional Staff Development,,,-0.41,,,Title I- Part A,
317579,Salaries for Support Personnel,Undistributed,,BUS DRIVER,,General,Transportation Office,0.8958,Student Transportation,,,26591.05095,,,General Fund,
317778,Reading Materials including Library Books,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,School Leadership,,,300.42,,,Title I- Part A,
77688,Employee Allowance,Undistributed,,TRAVEL,,General,Office of Program Evaluation,,"Guidance, Counseling and Evaluation Services",,,1258.486056,,,General Fund,
420575,Extra Duty/Signing Bonus Pay,Basic Educational Services,,NATIONAL BOARD,,National Board,School ,,Instruction,,,2183.930599,,,General Fund,
271629,Extra Duty/Signing Bonus Pay,Athletics and Related,,"HC, TRACK",,General,School ,,Cocurricular & Extra Curricular Activities,,,1815.259466,,,Athletics,
299024,Salaries for Support Personnel,Undistributed,,CUSTODIAN I,,General,School ,1,Plant Maintenance & Operations,,,30372.21613,,,General Fund,
324413,Extra Duty/Overtime,Undistributed,,,,General,Assoc Superintendent-High Schools,,Plant Maintenance & Operations,,,163.0527677,,,General Fund,
80877,Food/Refreshment,Undistributed,,,,Line Item that is paid with Campus' money,School ,,Curriculum & Instructional Staff Development,,,2000.07,,,General Fund,
263258,Professional Salaries,Bilingual Education,,T-EL 4TH ESL,,General,School ,1,Instruction,,,61628.38334,,,General Fund,
299964,Extra Duty/Signing Bonus Pay,Accelerated Education,,,,General,School ,,Instruction,,,16386.70677,,,General Fund,
85235,Professional Salaries,Bilingual Education,,T-EL 4TH ESL,,General,School ,1,Instruction,,,53864.90431,,,General Fund,
19582,Extra Duty/Signing Bonus Pay,Athletics and Related,,"HD COACH,SOCCER",,General,School ,,Cocurricular & Extra Curricular Activities,,,6719.093474,,,Athletics,
262606,Professional Salaries,High School Allotment,,T-HS MATH,,General,School ,1,Instruction,,,52965.0889,,,General Fund,
444556,Extra Duty/Overtime,Undistributed,,,,General,School ,,Food Services,,,11164.534,,,Nat'l Schl Breakfast & Lunch Prog.,
205765,General Supplies,Athletics and Related,,,,Boys Track,School ,,Cocurricular & Extra Curricular Activities,,,1300.14,,,Athletics,
345546,Professional Salaries,Basic Educational Services,,T-EL KIN,,General,School ,1,Instruction,,,62978.98901,,,General Fund,
78941,Substitute Teachers,Basic Educational Services,,,,General,School ,,Instruction,,,38046.2974,,,General Fund,
429763,Non Food,Undistributed,,,,Warehouse Operations,School ,,Food Services,,,177.48,,,Nat'l Schl Breakfast & Lunch Prog.,
78866,Employee Allowance,Special Education,,,,Speech Therapist,Elementary (Pre-K),,Instruction,,,0.12,,,General Fund,
272397,Employee Allowance,Undistributed,,CELL PHONE,,Mobile Phone,Cable TV,,Instructional Resource & Media Services,,,524.9208565,,,General Fund,
200305,Professional Salaries,Bilingual Education,,T-EL 4TH BIL,,General,School ,1,Instruction,,,59850.68356,,,General Fund,
26049,Extra Duty/Signing Bonus Pay,Undistributed,,TRANSITION FAC,,General,School ,,"Guidance, Counseling and Evaluation Services",,,2502.880671,,,General Fund,
399310,Salaries for Support Personnel,Undistributed,,FOOD PROD SP II,,General,School ,0.5,Food Services,,,12509.02852,,,Nat'l Schl Breakfast & Lunch Prog.,
175479,Professional Salaries,Undistributed,,LIBRARIAN- ELEM,,General,School ,1,Instructional Resource & Media Services,,,70652.45965,,,General Fund,
6568,Custodial/Maint Supplies,Undistributed,,,,Line Item that is paid with Campus' money,School ,,Plant Maintenance & Operations,,,2000.74,,,General Fund,
327420,Professional Salaries,Undistributed,,ADM SUP-EM,,General,Assoc Superintendent-Area  Elementary ,1,Instructional Leadership,,,96977.06311,,,General Fund,
196646,Professional Salaries,Basic Educational Services,,T-HS ENGLISH,,General,School ,1,Instruction,,,53775.50768,,,General Fund,
321631,Extra Duty/Signing Bonus Pay,Undistributed,,,,General,School ,,School Leadership,,,2149.219512,,,General Fund,
326498,Employee Travel  (including In-District and Out-of-District),Undistributed,,,,General,Office of Facilities,,Plant Maintenance & Operations,,,279.58,,,General Fund,
363384,General Supplies,Accelerated Education,,,,Support MS Struggler Learners,Assoc Superintendent-Area ,,Instruction,,,328117.95,,,General Fund,
337012,Professional Salaries,Special Education,,T-MS/SE HEAR IM,,Hearing Impaired,School ,0.55,Instruction,,,30814.53599,,,IDEA-B Formula,
382,Software,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Instruction,,,2999.52,,,Title I- Part A,
231200,Extra Duty/Overtime,Undistributed,,,,General,Social Studies,,Instructional Leadership,,,0.32,,,General Fund,
76583,Miscellaneous Contracted Srvcs,Special Education,,,,Special Education,Prekindergarten Demonstration School,,Instruction,,,245.29,,,General Fund,
208361,Professional Salaries,Basic Educational Services,, ENGLISH,,General,School ,1,Instruction,,,71755.36961,,,General Fund,
132087,Professional Salaries,Accelerated Education,, P.E.,,Physical Education,Leadership Academy,1,Instruction,,,55162.10291,,,General Fund,
34695,Professional Salaries,Bilingual Education,,T-EL 1ST ESL,,General,School ,1,Instruction,,,52964.7689,,,General Fund,
271193,,Accelerated Education,,,,Delta,Program ABC,,Community Services,,,2481.55,,,General Fund,
92748,Salaries for Support Personnel,Undistributed,,SR. POLICE OFCR,,General,District Police,1,Security & Monitoring Servicess,,,61838.06537,,,General Fund,
138994,Professional Salaries,Bilingual Education,,T-EL 5TH ESL,,General,School ,1,Instruction,,,59603.08785,,,General Fund,
122016,Salaries for Support Personnel,Accelerated Education,,COMM SCH ST CDR,,Cycle  (used for grants),School ,1,Community Services,,,57672.19315,,, Century Community Learning,
32334,Salaries for Support Personnel,Undistributed,,CUSTODIAN I,,General,School ,1,Plant Maintenance & Operations,,,31895.85858,,,General Fund,
311684,Extra Duty/Signing Bonus Pay,Special Education,,,,General,School ,,Instruction,,,1149.16,,,IDEA-B Formula,
74834,Misc Operating Expenses,Basic Educational Services,,,,Theatre Arts,School ,,Instruction,,,-0.25,,,General Fund,
328601,Substitute Teachers,Basic Educational Services,,,,Line Item that is paid with Campus' money,School ,,Instruction,,,8571.287586,,,General Fund,
21630,Non Food,Undistributed,,,,General,School ,,Food Services,,,18484.21,,,Nat'l Schl Breakfast & Lunch Prog.,
143309,Extra Duty/Overtime,Undistributed,,,,General,School ,,Food Services,,,455.953,,,Nat'l Schl Breakfast & Lunch Prog.,
396625,Professional Salaries,Prekindergarten,,T-EL PK BIL,,Pre-K,School ,1,Instruction,,,58928.35955,,,General Fund,
143623,Salaries for Support Personnel,Special Education,,BUS DRIVER,,General,Transportation Office,0.8125,Student Transportation,,,26875.87446,,,General Fund,
128634,Professional Salaries,Basic Educational Services,,T-EL MUSIC,,Choral Music,School ,0.17,Instruction,,,9313.624716,,,General Fund,
277332,Miscellaneous Contracted Srvcs,Undistributed,,,,Laundry,School ,,Food Services,,,367.69,,,Nat'l Schl Breakfast & Lunch Prog.,
44536,Professional Salaries,Bilingual Education,,T-EL 2ND ESL,,General,School ,1,Instruction,,,52627.259,,,General Fund,
329259,Employee Travel  (including In-District and Out-of-District),High School Allotment,,,,General,School ,,School Leadership,,,0.55,,,General Fund,
410353,Salaries for Support Personnel,Special Education,,BUS MONITOR,,General,Transportation Office,0.5,Student Transportation,,,12860.74466,,,General Fund,
