,Function,Use,Sharing,Reporting,Student_Type,Position_Type,Object_Type,Pre_K,Operating_Status,Object_Description,Text_2,SubFund_Description,Job_Title_Description,Text_3,Text_4,Sub_Object_Description,Location_Description,FTE,Function_Description,Facility_or_Department,Position_Extra,Total,Program_Description,Fund_Description,Text_1
194838,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,Non PreK,PreK-12 Operating,Salaries And Wages For Teachers And Other Professi,,Operations,"TEACHER, REGULAR",,Basic Educational Services - District Objective ,Salaries And Wages For Teachers And Other Professi,School ,1,Instruction,All Campus Payroll,TEACHER MASTER,52788.69695,Basic Educational Services,General Operating Fund,REGULAR PAY
304469,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,TEACHER SUBS,GENERAL FUND,"Teacher, Short Term Sub ",Regular,,,,0.004310345,UNALLOC BUDGETS/SCHOOLS,,PROFESSIONAL-INSTRUCTIONAL,109.4979385,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
172348,Professional Development,NO_LABEL,School Reported,School,NO_LABEL,NO_LABEL,Contracted Services,NO_LABEL,PreK-12 Operating,PURCHASED PROFESSIONAL AND TECH SVCS-OTHER FEES,,TITLE I-A SCHOOL IMPROVEMENT - NCLB,,,,,,,IMPROVEMENT OF INSTR SERV,,,6999.65,"TITLE I, PART A, SCHOOL IMPROVEMENT",Title I,
38438,Teacher Compensation,Instruction,School Reported,School,Special Education,Teacher,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,,GENERAL FUND,"Teacher, Elementary ",Regular,,,,,SPECIAL ED. - MILD/MODERATE,,PROFESSIONAL-INSTRUCTIONAL,5338.47,SPECIAL EDUCATION-CONVERSION,,SPECIAL EDUCATION
298172,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,,LEVY OVERRIDE,"Teacher, Elementary ",Regular,,,,,SCHOOL TUTORIAL PROGRAM,,PROFESSIONAL-INSTRUCTIONAL,437.24608,GENERAL K-8 EDUCATION,,REGULAR INSTRUCTION
254071,Substitute Compensation,Instruction,School Reported,School,Special Education,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating,Personal Services - Education Assistants,,,,,Special Education Instruction,,,0,,,SUBSTITUTE TEACHER,57.38742061,Instruction - SPED,General Purpose School,
112807,Aides Compensation,Instruction,School Reported,School,Unspecified,TA,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,,STATE AND LOCAL GDPG FUND,Reading & Writing Asst ,Regular,,,,,READ TO ACHIEVE ROUND THREE,,PARAPROFESSIONAL,128.91,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
347104,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,TEACHER SUBS,GENERAL FUND,"Teacher, Short Term Sub ",Alternative,,,,0.002155172,UNALLOC BUDGETS/SCHOOLS,,PROFESSIONAL-INSTRUCTIONAL,55.04396923,GENERAL HIGH SCHOOL EDUCATION,,REGULAR INSTRUCTION
323547,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Other Textbooks,,Support Services - Instructional Staff,,,,Textbooks *,,,Instruction And Curriculum Development Services *,,,0.2,,Special Trust, &  STARTUP SUPP
153217,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,TEACHER SUBS,GENERAL FUND,"Teacher, Short Term Sub ",Regular,,,,,UNALLOC BUDGETS/SCHOOLS,,PROFESSIONAL-INSTRUCTIONAL,1.83,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
58501,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,,GENERAL EDUCATION,LOCAL,Teacher,,,,,1,,,,66758.43321,,,
7189,Instructional Materials & Supplies,Instruction,School Reported,School,Unspecified,Non-Position,Supplies/Materials,NO_LABEL,PreK-12 Operating,OFFICE SUPPLIES,GENERAL EDUCATION,LOCAL,,,,,,,,,SUPPLIES AND MATERIALS,8000.03,INSTRUCTIONAL PROGRAMS,LOCAL FUND,
19662,Instructional Materials & Supplies,Instruction,School Reported,School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating,SUPPLIES,,MIDDLE SCHOOL PROGRAM 6-8,,,,,,,INSTRUCTION,,,523.36,MIDDLE SCHOOL PROGRAM  6-8,General Fund,
237435,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,PURCHASE OF EQUIPMENT-OTHER THAN BUSES AND COMPUTE,,CAPITAL ROLLUP,,,,,,,FACILITIES - ACQ & CONSTR,,,1212.09,Misc,Capital Projects Fund,
97519,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,"Operating, Not PreK-12",SALARIES OF REGULAR EMPLOYEES,,DISTRICT SPECIAL REVENUE FUNDS,Program Specialist ,n/a,,,COMMUNITY EDUCATION,0.076837017,,,PROFESSIONAL-OTHER,2300.287976,COMMUNITY SERVICE,,SCHOOL ADMINISTRATION
122008,Teacher Compensation,Instruction,School Reported,School,Poverty,Teacher,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,,FEDERAL GDPG FUND - FY ,"Teacher, Elementary ",Regular,,,,,TITLE I,,PROFESSIONAL-INSTRUCTIONAL,3753.54,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
302258,Food Services,O&M,School on Central Budgets,Non-School,Unspecified,Other,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,SALARIES FOR OVERTIME,FOOD SERVICES,FOOD SERVICE FUND,Food Service Worker I ,n/a,,,FOOD AND NUTRITION SERVICES,,NON-PROJECT,,"CRAFTS, TRADES, AND SERVICES",27.2,FOOD PREPARATION/SERVING,,FOOD SERVICES OPERATIONS
159515,Teacher Compensation,Instruction,School Reported,School,Special Education,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF REGULAR EMPLOYEES,,GENERAL FUND,Teacher,Regular,,,,,SPECIAL ED. - MILD/MODERATE,,PROFESSIONAL-INSTRUCTIONAL,2726.35696,SPECIAL EDUCATION-CONVERSION,,SPECIAL EDUCATION
259103,Aides Compensation,Instruction,School Reported,School,NO_LABEL,TA,NO_LABEL,NO_LABEL,PreK-12 Operating,,,,Instructional Paraprofessional,,,,,1,,,SCHOOL ASST - KDG ,28297.66,KINDERGARTEN,General Fund,
146756,Library & Media,Instruction,School Reported,School,Unspecified,Librarian,Base Salary/Compensation,Non PreK,PreK-12 Operating,Regular *,TEACHER,Regular Instruction,"TCHR, MEDIA SPEC K-12",,,Certificated Employees Salaries And Wages,EN OTH CERTIFICATED PERSON,0.5,Elementary,,,42354.55978,,General,SCHOOL BASED MANAGEMENT
425938,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating,Personal Services - Substitute Teachers Certified,,,,,Education Jobs Program,,,0,,,RETIREE SUBSTITUTE TEACHER,66.6899,Instruction - Regular,School Federal Projects,EDUCATION JOBS FUND
163011,Student Transportation,O&M,Shared Services,Non-School,Special Education,Other,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,PART-TIME EXTRA PAY,TRANSPORTATION,GENERAL FUND,Special Needs Bus Asst ,n/a,,,GARAGE,,NON-PROJECT,,PARAPROFESSIONAL,120.76848,TRANSPORTATION-OPERATIONS,,STUDENT TRANSPORTATION
322494,Aides Compensation,Instruction,School Reported,School,Unspecified,TA,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,, MILL LEVY,Extended Day Kinder Asst ,Regular,,,,,ALL DAY KINDERGARTEN,,PARAPROFESSIONAL,44.51,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
437049,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Substitute Compensation,NO_LABEL,PreK-12 Operating,OTHER PERSONAL SERVICES       ,,,SUB TEACHER ALL               ,,,,School ,0,BASIC (FEFP K-12)             ,,,76.74,,GENERAL FUND                  ,
99101,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Regular *,,Support Services - Instructional Staff,,,,Non-Certificated Salaries And Wages,,,Instructional Staff-Classroom Support *,,,-14446.16,,Title I - Disadvantaged Children/Targeted Assistance, TITLE I CARRYOVER
257712,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Other General Supplies,,Special Instruction,,,,General Supplies *,,,Disadvantaged Youth *,,,-6291.51,,Title I - Disadvantaged Children/Targeted Assistance,TITLE I SCHOOLWIDE
124836,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Purchased Services,,Special Instruction,,,,Purchased Services,,,Disadvantaged Youth *,,,27980.87,,Title  School Improvement Stimulus G, SI COMP 
270629,Food Services,O&M,Shared Services,Non-School,Unspecified,Other,Base Salary/Compensation,Non PreK,PreK-12 Operating,Salaries Or Wages For Support Personnel,,Child Nutrition,CAFETERIA SUBSTITUTE POOL,,Undistributed,Temporary / Part-Time Support Personnel,Undistributed,0.16,Food Services (Child Nutrition Fund Only),Child Nutrition,REG FOOD SERVICE WORKER ,2993.898445,Undistributed,National School Breakfast And Lunch Program,REGULAR PAY
227214,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,,GENERAL FUND,"Teacher, Elementary ",Regular,,,,,ELA E-TEACHING SHELTERED ENG,,PROFESSIONAL-INSTRUCTIONAL,1001,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
282961,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating,Personal Services - Education Assistants,,,,,Regular Instruction,,,0,,,SUBSTITUTE TEACHER,83.61,Instruction - Regular,General Purpose School,
76778,Aides Compensation,Instruction,Shared Services,Non-School,Special Education,TA,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,SPECIAL ED SYSTEMWIDE COSTS,GENERAL FUND,Summer School Para ,n/a,,,SUMMER SCHOOL - MIDDLE SCHOOLS,,SPECIAL ED - EARLY CHILDHOOD,,PARAPROFESSIONAL,81.42,SPECIAL EDUCATION,,SPECIAL EDUCATION
353710,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Teacher Retirement,,,,,Basic Educational Services - District Objective ,Teacher Retirement,School ,,Instruction,Finance Department,,1855.22,Basic Educational Services,General Operating Fund,
358195,Other Compensation,Instruction,School Reported,School,Unspecified,Non-Position,Rent/Utilities,NO_LABEL,PreK-12 Operating,SUNDAY PAY,PUBLIC UTILITIES,LOCAL,,,,,,,,,ADDITIONAL GROSS PAY,8127.72,NON-INSTRUCTIONAL SUPPORT SERVICES,LOCAL FUND,
33427,Food Services,O&M,School Reported,School,Unspecified,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,FOOD SERVICES,FOOD SERVICE FUND,Food Service Worker II ,Regular,,,,0.691527344,NON-PROJECT,,"CRAFTS, TRADES, AND SERVICES",9458.836474,FOOD PREPARATION/SERVING,,FOOD SERVICES OPERATIONS
264987,Aides Compensation,Instruction,School Reported,School,PreK,TA,Benefits,PreK,PreK-12 Operating,EMPLOYEE BENEFITS,,DISTRICT SPECIAL REVENUE FUNDS,Early Childhood Education ,Regular,,,,,TUITION BASED - ECE,,PARAPROFESSIONAL,171.86,EARLY CHILDHOOD,,REGULAR INSTRUCTION
138193,Instructional Materials & Supplies,Instruction,School Reported,School,Special Education,NO_LABEL,Supplies/Materials,PreK,PreK-12 Operating,SUPPLIES                      ,,,"TEACHER, PK HDC               ",,,,School ,,EXCEPTIONAL                   ,,,183.72,,GENERAL FUND                  ,TEACHER LEAD                  
87836,Teacher Compensation,Instruction,School Reported,School,NO_LABEL,Teacher,NO_LABEL,NO_LABEL,PreK-12 Operating,,,,Teacher-High School,,,,,1,,,HS SPANISH ,69911.88,HIGH SCHOOL GENERAL EDUCATION PROGRAM 9-12,General Fund,
94187,Instructional Materials & Supplies,Instruction,School Reported,School,Unspecified,Non-Position,Supplies/Materials,NO_LABEL,PreK-12 Operating,BOOKS AND PERIODICALS,,FEDERAL GDPG FUND - FY ,(blank),Regular,,,,,SCHOOL IMPROVEMENT GRANT,,UNDESIGNATED,481.53,COMMUNITY SERVICE,,COMMUNITY SERVICES OPERATION
352109,Enrichment,NO_LABEL,NO_LABEL,Non-School,NO_LABEL,Club Advisor/Coach,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,Coaching Supplement,,,,,,,,,,,,1733.66,,,
285256,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,Non PreK,PreK-12 Operating,Personal Services - Extended Contracts,,,,,Regular Instruction,,,0,,,Career Ladder I/Ext Learning,1167,Instruction - Regular,General Purpose School,
272222,Facilities & Maintenance,O&M,School Reported,School,Unspecified,Non-Position,Supplies/Materials,NO_LABEL,PreK-12 Operating,GENERAL SUPPLIES,CUSTODIAL-SCHOOLS,GENERAL FUND,(blank),Regular,,,,,NON-PROJECT,,UNDESIGNATED,8825.8,CARE & UPKEEP OF BLDG SERVICES,,OPERATION AND MAINT OF PLANT
226548,Substitute Compensation,Instruction,School Reported,School,Poverty,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating,Personal Services - Substitute Teachers Certified,,,,,Title I - Teachers,,,0,,,SUBSTITUTE TEACHER,141.4699,Instruction - Regular,School Federal Projects,ESEA TITLE I DISADVANTAGED
226177,Teacher Compensation,Instruction,School on Central Budgets,Non-School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,MATH/SCIENCE,FEDERAL GDPG FUND - FY ,"Teacher, Elementary ",n/a,,,MATH / SCIENCE,,TITLE II-PART A-TEACHER QUALIT,,PROFESSIONAL-INSTRUCTIONAL,709.7916,INSTRUCTIONAL STAFF TRAINING,,INSTRUCTIONAL STAFF
153450,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,,GENERAL FUND,"Teacher, Short Term Sub ",Regular,,,,0.004310345,NON-PROJECT,,PROFESSIONAL-INSTRUCTIONAL,109.6579385,INSTRUCTIONAL STAFF TRAINING,,INSTRUCTIONAL STAFF
38257,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,EMPLOYER PD MED CONTRIBUTION,BOND EXPENDITURES,BUILDING FUND,Custodian Asst I ,New/Closed Schl,,,,,SMED  GOB,,"CRAFTS, TRADES, AND SERVICES",83.21,CARE & UPKEEP OF BLDG SERVICES,,OPERATION AND MAINT OF PLANT
110276,School Supervision,NO_LABEL,Shared Services,Non-School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating,SUPPLIES,,UPPER ELEMENTARY GRADES PROGRAM ,,,,,ADMIN. SERVICES,,INSTRUCTION,,,-0.46,UPPER ELEMENTARY GRADES PROGRAM ,General Fund,
381640,Professional Development,ISPD,School on Central Budgets,Non-School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,TEACHER LEARNING & LEADERSHIP,GENERAL FUND,Teacher Secondary (Middle) ,n/a,,,TEACHER LEARNING & LEADERSHIP,,NON-PROJECT,,PROFESSIONAL-INSTRUCTIONAL,-0.3,INSTRUCTIONAL STAFF TRAINING,,INSTRUCTIONAL STAFF
384360,Facilities & Maintenance,NO_LABEL,School Reported,School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating,SUPPLIES,,MISCELLANEOUS,,,,,,,MAINTENANCE AND OPERATING,,,543.59,Misc,General Fund,
284614,Substitute Compensation,Instruction,School Reported,School,Poverty,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,TEACHER LEARNING & LEADERSHIP,ARRA - STIMULUS,"Teacher, Super Sub Rtd D/D ",Regular,,,,0.004310345,TITLE I A - ARRA,,PROFESSIONAL-INSTRUCTIONAL,180.9274327,INSTRUCTIONAL STAFF TRAINING,,INSTRUCTIONAL STAFF
400535,Enrichment,Pupil Services & Enrichment,Shared Services,Non-School,Unspecified,Other,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,ITEMGA OUTDOOR EDUCATION,GENERAL FUND,ITEMGA Specialist ,n/a,,,ITEMGA OUTDOOR EDUCATION,,NON-PROJECT,,PROFESSIONAL-INSTRUCTIONAL,284.21408,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
433906,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,,FEDERAL GDPG FUND - FY ,"Teacher, Super Sub D/D ",Regular,,,,0.010869565,SCHOOL IMPROVEMENT GRANT,,PROFESSIONAL-INSTRUCTIONAL,329.5297743,SUPPORT SERVICES - STUDENTS,,STUDENTS
301440,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,TEACHER SUBS,GENERAL FUND,"Teacher, Short Term Sub ",Regular,,,,0.025862069,UNALLOC BUDGETS/SCHOOLS,,PROFESSIONAL-INSTRUCTIONAL,659.0576308,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
93568,Enrichment,Pupil Services & Enrichment,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,ALL OTHER SUPPLEMENTS         ,,,"TEACHER, INTENSIVE READING    ",,,,School ,,BASIC (FEFP K-12)             ,,,648.62,,GENERAL FUND                  ,
170711,Teacher Compensation,Instruction,School Reported,School,NO_LABEL,Teacher,NO_LABEL,NO_LABEL,PreK-12 Operating,,,,Teacher-Middle School,,,,,1,,,MS ENGLISH ,72897.51,MIDDLE SCHOOL PROGRAM  6-8,General Fund,
149908,Career & Academic Counseling,Pupil Services & Enrichment,School Reported,School,Unspecified,Guidance Counselor,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,,GENERAL EDUCATION,LOCAL,COUNSELOR,,,,,1,,,,75880.50954,,,
142228,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,TEACHER SUBS,GENERAL FUND,"Teacher, Short Term Sub ",Regular,,,,,UNALLOC BUDGETS/SCHOOLS,,PROFESSIONAL-INSTRUCTIONAL,2.06,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
196650,Aides Compensation,Instruction,School Reported,School,Poverty,TA,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,,FEDERAL GDPG FUND - FY ,General Assignment ,Regular,,,,,TITLE I,,PARAPROFESSIONAL,322.92,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
63265,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,EMPLOYEE BENEFITS,MAINTENANCE,CAPITAL RESERVE FUND,General Laborer ,,,,MAINTENANCE,,NON-PROJECT,,"CRAFTS, TRADES, AND SERVICES",5303.85,MAINTENANCE - GROUNDS,,OPERATION AND MAINT OF PLANT
161664,Instructional Materials & Supplies,Instruction,School Reported,School,NO_LABEL,NO_LABEL,Equipment & Equipment Lease,NO_LABEL,PreK-12 Operating,PURCHASE OF EQUIPMENT-OTHER THAN BUSES AND COMPUTE,,PRIMARY GRADES PROGRAM ,,,,,,,INSTRUCTION,,,-469.04,PRIMARY GRADES PROGRAM ,General Fund,
73729,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,CLASSROOM TEACHER             ,,,"TEACHER, FIRST                ",,,,School ,1,BASIC (FEFP K-12)             ,,,43890.87109,,GENERAL FUND                  ,
157811,Food Services,O&M,School Reported,School,Unspecified,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,FOOD SERVICES,FOOD SERVICE FUND,Food Service Worker I ,Regular,,,,0.018421053,NON-PROJECT,,"CRAFTS, TRADES, AND SERVICES",291.87088,FOOD PREPARATION/SERVING,,FOOD SERVICES OPERATIONS
314872,Student Transportation,O&M,Shared Services,Non-School,Unspecified,Other,Benefits,NO_LABEL,PreK-12 Operating,CONTRA BENEFITS,,GENERAL FUND,Driver Trainer II ,n/a,,,TRANSPORTATION,,NON-PROJECT,,UNDESIGNATED,-936.08,EMPLOYEE BENEFITS,,EMPLOYEE BENEFITS
278790,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,TEACHER SUBS,GENERAL FUND,"Teacher, Short Term Sub ",Regular,,,,0.004310345,UNALLOC BUDGETS/SCHOOLS,,PROFESSIONAL-INSTRUCTIONAL,111.0979385,GENERAL MIDDLE/JUNIOR HIGH SCH,,REGULAR INSTRUCTION
433648,Human Resources,NO_LABEL,Leadership & Management,Non-School,NO_LABEL,NO_LABEL,Travel & Conferences,NO_LABEL,PreK-12 Operating,TRAVEL - EMPLOYEES,,MISCELLANEOUS,,,,,ADMIN. SERVICES,,SUPPORT SERVICES-CENTRAL,,,104.21,Misc,General Fund,
1401,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,TEACHER SUBS,GENERAL FUND,"Teacher, Short Term Sub ",Regular,,,,0.00862069,UNALLOC BUDGETS/SCHOOLS,,PROFESSIONAL-INSTRUCTIONAL,220.2258769,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
271379,Professional Development,ISPD,School on Central Budgets,Non-School,Unspecified,Instructional Coach,Base Salary/Compensation,Non PreK,PreK-12 Operating,Regular *,ADM/PROF,Support Services - Administration,ACTION TEAM COACH,,,Certificated Employees Salaries And Wages,CHIEF ACADEMIC OFFICER,1,Office of the Superintendent Services*,,,106192.8368,,General,ACADEMIC LEADERSHIP TEAM
89730,Professional Development,ISPD,School Reported,School,Poverty,Instructional Coach,Base Salary/Compensation,Non PreK,PreK-12 Operating,Personal Services - Teachers,,,,,Title I - Teachers,,,1,,,CONSULTANT  DAY,56199.49,Instruction - Regular,School Federal Projects,ESEA TITLE I DISADVANTAGED
260237,Curriculum Development,ISPD,Shared Services,Non-School,Unspecified,Substitute,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,HUMANITIES,FEDERAL GDPG FUND - FY ,"Teacher, Short Term Sub ",n/a,,,HUMANITIES,,TITLE II-PART A-TEACHER QUALIT,,PROFESSIONAL-INSTRUCTIONAL,1.29,INSTRUCTIONAL STAFF TRAINING,,INSTRUCTIONAL STAFF
419383,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,Non PreK,PreK-12 Operating,Salaries And Wages For Teachers And Other Professi,,Operations,"TEACHER, REGULAR",,Basic Educational Services - District Objective ,Salaries And Wages For Teachers And Other Professi,School ,1,Instruction,All Campus Payroll,TEACHER MASTER,65619.55645,Basic Educational Services,General Operating Fund,REGULAR PAY
412042,Security & Safety,O&M,School Reported,School,Unspecified,School Monitor/Security,Benefits,NO_LABEL,PreK-12 Operating,CONTRA BENEFITS,,GENERAL FUND,Campus Security Officer ,n/a,,,,,NON-PROJECT,,UNDESIGNATED,-130.35,EMPLOYEE BENEFITS,,EMPLOYEE BENEFITS
